КодИнструмента,НаименованиеИнструмента,БазисПоставки,ОбъемДоговоровЕИ,ОбъемДоговоровРуб,ИзмРынРуб,ИзмРынПроц,МинЦена,СреднЦена,МаксЦена,РынЦена,ЛучшПредложение,ЛучшСпрос,КоличествоДоговоров,Дата,Товар
DE5EOTA005A,"ДТ ЕВРО сорт E (ДТ-Е-К5) минус 15, ТАИФ-НК (самовывоз автотранспортом)",ТАИФ-НК,,,,,,,,67000,,,,2025-12-10,ДТ ЕВРО сорт E (ДТ-Е-К5) минус 15
DE5EPDK065J,"ДТ ЕВРО сорт E (ДТ-Е-К5) минус 15, Предкомбинатская-группа станций (ст. отправления ОТП)",Предкомбинатская-группа станций,,,,,,,,55000,,54000,,2025-12-10,ДТ ЕВРО сорт E (ДТ-Е-К5) минус 15
DE5EPIP005A,"ДТ ЕВРО сорт E (ДТ-Е-К5) минус 15, НБ Приоритет (самовывоз автотранспортом)",НБ Приоритет,,,,,,,,,59800,,,2025-12-10,ДТ ЕВРО сорт E (ДТ-Е-К5) минус 15
DE5EPUN005A,"ДТ ЕВРО сорт E (ДТ-Е-К5) минус 15, Пункт автоналива (ЯНОС) (самовывоз автотранспортом)",Пункт автоналива (ЯНОС),,,,,,,,62500,62500,,,2025-12-10,ДТ ЕВРО сорт E (ДТ-Е-К5) минус 15
DE5ESAU065F,"ДТ ЕВРО сорт E (ДТ-Е-К5) минус 15, Самара-группа станций (ст. отправления)",Самара-группа станций,325,17670705,557,1.02,54083,54371,54534,54371,53868,54643,3,2025-12-10,ДТ ЕВРО сорт E (ДТ-Е-К5) минус 15
DE5ESDB025A,"ДТ ЕВРО сорт E (ДТ-Е-К5) минус 15, НБ СОЛИД-БУНКЕР (самовывоз автотранспортом)",НБ СОЛИД-БУНКЕР,,,,,,,,,63000,,,2025-12-10,ДТ ЕВРО сорт E (ДТ-Е-К5) минус 15
DE5ESSI065F,"ДТ ЕВРО сорт E (ДТ-Е-К5) минус 15, Саратов-группа станций (ст. отправления)",Саратов-группа станций,390,21774935,577,1.03,55532,55833,55949,55833,55486,56112,6,2025-12-10,ДТ ЕВРО сорт E (ДТ-Е-К5) минус 15
DE5ESSI065J,"ДТ ЕВРО сорт E (ДТ-Е-К5) минус 15, Саратов-группа станций (ст. отправления ОТП)",Саратов-группа станций,65,3579810,274,0.5,55074,55074,55074,55074,55074,55349,1,2025-12-10,ДТ ЕВРО сорт E (ДТ-Е-К5) минус 15
DE5ESTI065F,"ДТ ЕВРО сорт E (ДТ-Е-К5) минус 15, ст. Стенькино II (ст. отправления)",ст. Стенькино II,,,,,,,,54882,,55156,,2025-12-10,ДТ ЕВРО сорт E (ДТ-Е-К5) минус 15
DE5ESVZ005A,"ДТ ЕВРО сорт E (ДТ-Е-К5) минус 15, НБ Связь-Петролеум (самовывоз автотранспортом)",НБ Связь-Петролеум,,,,,,,,,60000,,,2025-12-10,ДТ ЕВРО сорт E (ДТ-Е-К5) минус 15
DE5ESYC005A,"ДТ ЕВРО сорт E (ДТ-Е-К5) минус 15, НБ Сызранская (самовывоз автотранспортом)",НБ Сызранская,,,,,,,,,68500,,,2025-12-10,ДТ ЕВРО сорт E (ДТ-Е-К5) минус 15
DE5ETNZ005A,"ДТ ЕВРО сорт E (ДТ-Е-К5) минус 15, НБ Транзит-Сервис (самовывоз автотранспортом)",НБ Транзит-Сервис,,,,,,,,60500,,,,2025-12-10,ДТ ЕВРО сорт E (ДТ-Е-К5) минус 15
DE5EUFM065F,"ДТ ЕВРО сорт E (ДТ-Е-К5) минус 15, Уфа-группа станций (ст. отправления)",Уфа-группа станций,2275,120053115,-60,-0.11,52300,52771,53096,52771,52300,53096,21,2025-12-10,ДТ ЕВРО сорт E (ДТ-Е-К5) минус 15
DE5EZEL065J,"ДТ ЕВРО сорт E (ДТ-Е-К5) минус 15, ст. Зелецино (ст. отправления ОТП)",ст. Зелецино,3900,206820965,130,0.25,52800,53031,53292,53031,52800,53296,50,2025-12-10,ДТ ЕВРО сорт E (ДТ-Е-К5) минус 15
DE5FLUL065J,"ДТ ЕВРО сорт F (ДТ-Е-К5) минус 20, Волгоград-группа станций (ст. отправления ОТП)",Волгоград-группа станций,3120,177912930,-481,-0.84,56700,57023,57792,57023,56700,57792,40,2025-12-10,ДТ ЕВРО сорт F (ДТ-Е-К5) минус 20
DE5FNVY065F,"ДТ ЕВРО сорт F (ДТ-Е-К5) минус 20, ст. Новоярославская (ст. отправления)",ст. Новоярославская,2080,114170355,-200,-0.36,54400,54890,55940,54890,54400,55940,27,2025-12-10,ДТ ЕВРО сорт F (ДТ-Е-К5) минус 20
DE5FNVY065J,"ДТ ЕВРО сорт F (ДТ-Е-К5) минус 20, ст. Новоярославская (ст. отправления ОТП)",ст. Новоярославская,,,,,,,,54100,,54371,,2025-12-10,ДТ ЕВРО сорт F (ДТ-Е-К5) минус 20
DE5FROR005A,"ДТ ЕВРО сорт F (ДТ-Е-К5) минус 20, НБ Серпуховская (самовывоз автотранспортом)",НБ Серпуховская,,,,,,,,66000,65000,,,2025-12-10,ДТ ЕВРО сорт F (ДТ-Е-К5) минус 20
DE5FSDS025A,"ДТ ЕВРО сорт F (ДТ-Е-К5) минус 20, НБ Солид-Смоленск (самовывоз автотранспортом)",НБ Солид-Смоленск,,,,,,,,,63000,,,2025-12-10,ДТ ЕВРО сорт F (ДТ-Е-К5) минус 20
DE5FYAI065F,"ДТ ЕВРО сорт F (ДТ-Е-К5) минус 20, ст. Яничкино (ст. отправления)",ст. Яничкино,1235,68973580,316,0.57,55500,55849,56000,55849,55500,56000,19,2025-12-10,ДТ ЕВРО сорт F (ДТ-Е-К5) минус 20
DSC5ALL065J,"ДТ ЕВРО сорт C (ДТ-Л-К5) минус 5, ст. Аллагуват (ст. отправления ОТП)",ст. Аллагуват,325,17712500,-1574,-2.89,54500,54500,54500,54500,54500,54700,5,2025-12-10,ДТ ЕВРО сорт C (ДТ-Л-К5) минус 5
DSC5BRF005A,"ДТ ЕВРО сорт C (ДТ-Л-К5) минус 5, Брянская НБ (самовывоз автотранспортом)",Брянская НБ,,,,,,,,,64500,,,2025-12-10,ДТ ЕВРО сорт C (ДТ-Л-К5) минус 5
DSC5CHR100U,"ДТ ЕВРО сорт C (ДТ-Л-К5) минус 5, ЛПДС Черкассы (франко-труба)",ЛПДС Черкассы,1500,82755800,616,1.12,54828,55171,55299,55171,54828,55447,9,2025-12-10,ДТ ЕВРО сорт C (ДТ-Л-К5) минус 5
DSC5FTS100U,"ДТ ЕВРО сорт C (ДТ-Л-К5) минус 5, Самарская группа НПЗ (франко-труба)",Самарская группа НПЗ,1300,71698400,605,1.1,54821,55153,55407,55153,54821,55429,9,2025-12-10,ДТ ЕВРО сорт C (ДТ-Л-К5) минус 5
DSC5KGR005A,"ДТ ЕВРО сорт C (ДТ-Л-К5) минус 5, РБ Колесниково (самовывоз автотранспортом)",РБ Колесниково,,,,,,,,69500,,,,2025-12-10,ДТ ЕВРО сорт C (ДТ-Л-К5) минус 5
DSC5KII065F,"ДТ ЕВРО сорт C (ДТ-Л-К5) минус 5, ст. Кириши (ст. отправления)",ст. Кириши,1235,71091540,264,0.46,57564,57564,57564,57564,57564,57564,9,2025-12-10,ДТ ЕВРО сорт C (ДТ-Л-К5) минус 5
DSC5KIT100U,"ДТ ЕВРО сорт C (ДТ-Л-К5) минус 5, КИНЕФ (франко-труба)",КИНЕФ,600,35298800,632,1.07,58490,58831,58929,58831,58490,59125,5,2025-12-10,ДТ ЕВРО сорт C (ДТ-Л-К5) минус 5
DSC5KOB065F,"ДТ ЕВРО сорт C (ДТ-Л-К5) минус 5, ст. Комбинатская (ст. отправления)",ст. Комбинатская,1365,76644165,701,1.25,55726,56150,56323,56150,55726,56431,12,2025-12-10,ДТ ЕВРО сорт C (ДТ-Л-К5) минус 5
DSC5LSA100U,"ДТ ЕВРО сорт C (ДТ-Л-К5) минус 5, ЛПДС Салават (франко-труба)",ЛПДС Салават,4500,251152600,945,1.69,55141,55812,56078,55812,55141,56091,33,2025-12-10,ДТ ЕВРО сорт C (ДТ-Л-К5) минус 5
DSC5LSS005A,"ДТ ЕВРО сорт C (ДТ-Л-К5) минус 5, Лискинский цех (самовывоз автотранспортом)",Лискинский цех,130,8324000,531,0.83,63500,64031,64450,64031,63500,64450,8,2025-12-10,ДТ ЕВРО сорт C (ДТ-Л-К5) минус 5
DSC5MID005A,"ДТ ЕВРО сорт C (ДТ-Л-К5) минус 5, Минеральные воды (самовывоз автотранспортом)",Минеральные воды,,,,,,,,72500,,,,2025-12-10,ДТ ЕВРО сорт C (ДТ-Л-К5) минус 5
DSC5NPA100U,"ДТ ЕВРО сорт C (ДТ-Л-К5) минус 5, ТАНЕКО (франко-труба)",ТАНЕКО,1100,61131800,832,1.5,55016,55574,55827,55574,55016,55852,11,2025-12-10,ДТ ЕВРО сорт C (ДТ-Л-К5) минус 5
DSC5PNN005A,"ДТ ЕВРО сорт C (ДТ-Л-К5) минус 5, НБ Пензенская (самовывоз автотранспортом)",НБ Пензенская,,,,,,,,67030,,64500,,2025-12-10,ДТ ЕВРО сорт C (ДТ-Л-К5) минус 5
DSC5POF005A,"ДТ ЕВРО сорт C (ДТ-Л-К5) минус 5, НБ Пром-Нефть-Сервис (самовывоз автотранспортом)",НБ Пром-Нефть-Сервис,290,18777000,1030,1.59,64200,64748,65200,64748,64200,65200,5,2025-12-10,ДТ ЕВРО сорт C (ДТ-Л-К5) минус 5
DSC5POF100P,"ДТ ЕВРО сорт C (ДТ-Л-К5) минус 5, НБ Пром-Нефть-Сервис (франко-резервуар)",НБ Пром-Нефть-Сервис,,,,,,,,63600,,64001,,2025-12-10,ДТ ЕВРО сорт C (ДТ-Л-К5) минус 5
DSC5SCI005A,"ДТ ЕВРО сорт C (ДТ-Л-К5) минус 5, НБ Адлерская (самовывоз автотранспортом)",НБ Адлерская,,,,,,,,78000,,,,2025-12-10,ДТ ЕВРО сорт C (ДТ-Л-К5) минус 5
DSC5VRL005A,"ДТ ЕВРО сорт C (ДТ-Л-К5) минус 5, Воронеж-Липецк БП (самовывоз автотранспортом)",Воронеж-Липецк БП,,,,,,,,62550,,63601,,2025-12-10,ДТ ЕВРО сорт C (ДТ-Л-К5) минус 5
DSC5VRZ005A,"ДТ ЕВРО сорт C (ДТ-Л-К5) минус 5, Воронежский цех (самовывоз автотранспортом)",Воронежский цех,120,7690470,623,0.97,63500,64087,64599,64087,63500,64600,4,2025-12-10,ДТ ЕВРО сорт C (ДТ-Л-К5) минус 5
DST5BYY001O,"ДТ ЕВРО, летнее, сорта C, эк. класса К5 марки ДТ-Л-К5 по ГОСТ 32511-2013, НП Брянск (франко-резервуар ОТП Транснефть)",НП Брянск,390,24414126,,,62600,62600,62601,62600,62600,62601,16,2025-12-10,ДТ ЕВРО
DST5CHR001O,"ДТ ЕВРО, летнее, сорта C, эк. класса К5 марки ДТ-Л-К5 по ГОСТ 32511-2013, ЛПДС Черкассы (франко-резервуар ОТП Транснефть)",ЛПДС Черкассы,375,21970000,-299,-0.51,58500,58587,58600,58587,58500,58600,11,2025-12-10,ДТ ЕВРО
DST5NIK001O,"ДТ ЕВРО, летнее, сорта C, эк. класса К5 марки ДТ-Л-К5 по ГОСТ 32511-2013, ЛПДС Никольское-1 (франко-резервуар ОТП Транснефть)",ЛПДС Никольское-1,100,6001300,,,60013,,60013,63562,60013,65500,1,2025-12-10,ДТ ЕВРО
DST5NVL001O,"ДТ ЕВРО, летнее, сорта C, эк. класса К5 марки ДТ-Л-К5 по ГОСТ 32511-2013, ЛПДС Невская (франко-резервуар ОТП Транснефть)",ЛПДС Невская,69,4516500,962,1.47,65000,65457,66000,65457,65000,66000,3,2025-12-10,ДТ ЕВРО
DST5SLN001O,"ДТ ЕВРО, летнее, сорта C, эк. класса К5 марки ДТ-Л-К5 по ГОСТ 32511-2013, НС Солнечногорская (франко-резервуар ОТП Транснефть)",НС Солнечногорская,150,9385000,67,0.11,62500,62567,62700,62567,62500,62710,3,2025-12-10,ДТ ЕВРО
DST5VLD001O,"ДТ ЕВРО, летнее, сорта C, эк. класса К5 марки ДТ-Л-К5 по ГОСТ 32511-2013, ЛПДС Володарская (франко-резервуар ОТП Транснефть)",ЛПДС Володарская,217,13537530,-141,-0.23,62201,62385,62500,62385,62000,62500,6,2025-12-10,ДТ ЕВРО
DST5VRN001O,"ДТ ЕВРО, летнее, сорта C, эк. класса К5 марки ДТ-Л-К5 по ГОСТ 32511-2013, ЛПДС Воронеж (франко-резервуар ОТП Транснефть)",ЛПДС Воронеж,709,46164284,1631,2.5,63239,65310,68046,65310,63239,68046,24,2025-12-10,ДТ ЕВРО
DT20RUY060W,"ДТ сорт F (ДТ-Е-К5) минус 20, ст. Рудня-Экспорт (промежуточная станция)",ст. Рудня-Экспорт,1380,78246000,48,0.08,56700,56700,56700,56700,56700,67982,15,2025-12-10,ДТ сорт F (ДТ-Е-К5) минус 20
DT20ZAH060W,"ДТ сорт F (ДТ-Е-К5) минус 20, ст. Завережье-Экспорт (промежуточная станция)",ст. Завережье-Экспорт,120,6792000,,,56600,56600,56600,56600,56600,56600,2,2025-12-10,ДТ сорт F (ДТ-Е-К5) минус 20
DT2EPDK065J,"ДТ класс 2 (ДТ-З-К5) минус 32 EURO-6, Предкомбинатская-группа станций (ст. отправления ОТП)",Предкомбинатская-группа станций,650,42765970,181,0.28,65679,65794,65838,65794,65679,65860,9,2025-12-10,ДТ класс 2 (ДТ-З-К5) минус 32 EURO-6
DT32KOB065F,"ДТ (ДТ-З-К5) минус 32, ст. Комбинатская (ст. отправления)",ст. Комбинатская,3315,230789390,-817,-1.17,69500,69620,70200,69620,69500,70507,30,2025-12-10,ДТ (ДТ-З-К5) минус 32
DT32NVY065F,"ДТ (ДТ-З-К5) минус 32, ст. Новоярославская (ст. отправления)",ст. Новоярославская,650,46250360,-874,-1.23,70000,71154,71572,71154,70000,72100,10,2025-12-10,ДТ (ДТ-З-К5) минус 32
DT32NVY065J,"ДТ (ДТ-З-К5) минус 32, ст. Новоярославская (ст. отправления ОТП)",ст. Новоярославская,,,,,,,,73000,,71000,,2025-12-10,ДТ (ДТ-З-К5) минус 32
DT32OLN005A,"ДТ (ДТ-З-К5) минус 32, НБ Оленегорская (самовывоз автотранспортом)",НБ Оленегорская,,,,,,,,,86300,,,2025-12-10,ДТ (ДТ-З-К5) минус 32
DT32PUN005A,"ДТ (ДТ-З-К5) минус 32, Пункт автоналива (ЯНОС) (самовывоз автотранспортом)",Пункт автоналива (ЯНОС),,,,,,,,77500,77500,75000,,2025-12-10,ДТ (ДТ-З-К5) минус 32
DT38VLA065J,"ДТ (ДТ-З-К5) минус 38, ст. Ветласян (ст. отправления ОТП)",ст. Ветласян,715,49657855,209,0.3,69312,69452,69514,69452,69243,69521,11,2025-12-10,ДТ (ДТ-З-К5) минус 38
DT54ASO005A,"ДТ вид 4 (ДТ-А-К5) минус 44, АСН Сургутский ЗСК (самовывоз автотранспортом)",АСН Сургутский ЗСК,125,10450000,-2014,-2.41,83500,83600,84000,83600,83500,84000,5,2025-12-10,ДТ вид 4 (ДТ-А-К5) минус 44
DT54SUR065J,"ДТ вид 4 (ДТ-А-К5) минус 44, ст. Сургут (ст. отправления ОТП)",ст. Сургут,4355,310270220,128,0.18,71117,71245,71300,71245,71117,71300,48,2025-12-10,ДТ вид 4 (ДТ-А-К5) минус 44
DT54URT005A,"ДТ вид 4 (ДТ-А-К5) минус 44, Сургут-25 БП (самовывоз автотранспортом)",Сургут-25 БП,365,30660000,-1963,-2.34,84000,84000,84000,84000,84000,84000,19,2025-12-10,ДТ вид 4 (ДТ-А-К5) минус 44
DT54YYA060C,"ДТ вид 4 (ДТ-А-К5) минус 44, БП Якутия (ст. назначения)",БП Якутия,1860,167400000,,,90000,90000,90000,90000,90000,90000,1,2025-12-10,ДТ вид 4 (ДТ-А-К5) минус 44
DT5LKOB065F,"ДТ (ДТ-Л-К5) минус 5 (ТУ 2009), ст. Комбинатская (ст. отправления)",ст. Комбинатская,1040,58364215,682,1.22,55714,56119,56383,56119,55714,56400,10,2025-12-10,ДТ (ДТ-Л-К5) минус 5 (ТУ 2009)
DW25ACH005A,"ДТ ЕВРО класс 2 (ДТ-З-К5) минус 32, Ачинский НПЗ (самовывоз автотранспортом)",Ачинский НПЗ,60,5040000,-1600,-1.9,84000,84000,84000,84000,84000,84000,2,2025-12-10,ДТ ЕВРО класс 2 (ДТ-З-К5) минус 32
DW25ALL065J,"ДТ ЕВРО класс 2 (ДТ-З-К5) минус 32, ст. Аллагуват (ст. отправления ОТП)",ст. Аллагуват,1495,99431150,-634,-0.95,66450,66509,67210,66509,66450,67210,13,2025-12-10,ДТ ЕВРО класс 2 (ДТ-З-К5) минус 32
DW25ANK065F,"ДТ ЕВРО класс 2 (ДТ-З-К5) минус 32, Ангарск-группа станций (ст. отправления)",Ангарск-группа станций,2080,166638940,254,0.32,79941,80115,80180,80115,79934,80195,21,2025-12-10,ДТ ЕВРО класс 2 (ДТ-З-К5) минус 32
DW25ANK065J,"ДТ ЕВРО класс 2 (ДТ-З-К5) минус 32, Ангарск-группа станций (ст. отправления ОТП)",Ангарск-группа станций,130,10334675,119,0.15,79458,79498,79537,79498,79458,79578,2,2025-12-10,ДТ ЕВРО класс 2 (ДТ-З-К5) минус 32
DW25AVM005A,"ДТ ЕВРО класс 2 (ДТ-З-К5) минус 32, СН КНПЗ (самовывоз автотранспортом)",СН КНПЗ,515,52077315,,,101121,101121,101121,101121,101121,101121,8,2025-12-10,ДТ ЕВРО класс 2 (ДТ-З-К5) минус 32
DW25BIN065J,"ДТ ЕВРО класс 2 (ДТ-З-К5) минус 32, ст. Биклянь (ст. отправления ОТП)",ст. Биклянь,1300,85322640,-58,-0.09,65510,65633,65893,65633,65510,65893,13,2025-12-10,ДТ ЕВРО класс 2 (ДТ-З-К5) минус 32
DW25DZM065F,"ДТ ЕВРО класс 2 (ДТ-З-К5) минус 32, ст. Дземги (ст. отправления)",ст. Дземги,1365,123913530,-783,-0.86,90200,90779,91654,90779,90200,91654,20,2025-12-10,ДТ ЕВРО класс 2 (ДТ-З-К5) минус 32
DW25FIA005A,"ДТ ЕВРО класс 2 (ДТ-З-К5) минус 32, Усть-Кутский цех (самовывоз автотранспортом)",Усть-Кутский цех,,,,,,,,,93400,,,2025-12-10,ДТ ЕВРО класс 2 (ДТ-З-К5) минус 32
DW25FIA100P,"ДТ ЕВРО класс 2 (ДТ-З-К5) минус 32, Усть-Кутский цех (франко-резервуар)",Усть-Кутский цех,,,,,,,,,93400,,,2025-12-10,ДТ ЕВРО класс 2 (ДТ-З-К5) минус 32
DW25KDM005A,"ДТ ЕВРО класс 2 (ДТ-З-К5) минус 32, НБ Кудьминская (самовывоз автотранспортом)",НБ Кудьминская,,,,,,,,,87000,78000,,2025-12-10,ДТ ЕВРО класс 2 (ДТ-З-К5) минус 32
DW25NIC005A,"ДТ ЕВРО класс 2 (ДТ-З-К5) минус 32, Нижнеудинский цех (самовывоз автотранспортом)",Нижнеудинский цех,,,,,,,,94800,,,,2025-12-10,ДТ ЕВРО класс 2 (ДТ-З-К5) минус 32
DW25NOV065F,"ДТ ЕВРО класс 2 (ДТ-З-К5) минус 32, ст. Новая Еловка (ст. отправления)",ст. Новая Еловка,2405,176298980,-2320,-3.16,72900,73305,75777,73305,72900,75777,25,2025-12-10,ДТ ЕВРО класс 2 (ДТ-З-К5) минус 32
DW25NPT025A,"ДТ ЕВРО класс 2 (ДТ-З-К5) минус 32, ТАНЕКО (самовывоз автотранспортом)",ТАНЕКО,300,22350000,-500,-0.67,74500,74500,74500,74500,74500,74500,1,2025-12-10,ДТ ЕВРО класс 2 (ДТ-З-К5) минус 32
DW25PDK065J,"ДТ ЕВРО класс 2 (ДТ-З-К5) минус 32, Предкомбинатская-группа станций (ст. отправления ОТП)",Предкомбинатская-группа станций,2210,145453490,198,0.3,65680,65816,65874,65816,65680,65882,21,2025-12-10,ДТ ЕВРО класс 2 (ДТ-З-К5) минус 32
DW25PIP005A,"ДТ ЕВРО класс 2 (ДТ-З-К5) минус 32, НБ Приоритет (самовывоз автотранспортом)",НБ Приоритет,75,5567500,233,0.31,74000,74233,74500,74233,74000,74500,3,2025-12-10,ДТ ЕВРО класс 2 (ДТ-З-К5) минус 32
DW25PUP065F,"ДТ ЕВРО класс 2 (ДТ-З-К5) минус 32, ст. Пурпе (ст. отправления)",ст. Пурпе,,,,,,,,71000,,,,2025-12-10,ДТ ЕВРО класс 2 (ДТ-З-К5) минус 32
DW25RFF060C,"ДТ ЕВРО класс 2 (ДТ-З-К5) минус 32, РФ БП (ст. назначения)",РФ БП,1680,137640000,,,77600,,91050,,77600,91050,8,2025-12-10,ДТ ЕВРО класс 2 (ДТ-З-К5) минус 32
DW25ROR005A,"ДТ ЕВРО класс 2 (ДТ-З-К5) минус 32, НБ Серпуховская (самовывоз автотранспортом)",НБ Серпуховская,,,,,,,,,80000,,,2025-12-10,ДТ ЕВРО класс 2 (ДТ-З-К5) минус 32
DW25SAU065F,"ДТ ЕВРО класс 2 (ДТ-З-К5) минус 32, Самара-группа станций (ст. отправления)",Самара-группа станций,1170,75028395,185,0.29,64006,64127,64187,64127,63995,64191,14,2025-12-10,ДТ ЕВРО класс 2 (ДТ-З-К5) минус 32
DW25UFM065F,"ДТ ЕВРО класс 2 (ДТ-З-К5) минус 32, Уфа-группа станций (ст. отправления)",Уфа-группа станций,2275,151286135,141,0.21,66424,66499,66549,66499,66423,66549,29,2025-12-10,ДТ ЕВРО класс 2 (ДТ-З-К5) минус 32
DW25UFS010A,"ДТ ЕВРО класс 2 (ДТ-З-К5) минус 32, Уфимская НБ (самовывоз автотранспортом)",Уфимская НБ,,,,,,,,77500,75500,74200,,2025-12-10,ДТ ЕВРО класс 2 (ДТ-З-К5) минус 32
DW25VON065J,"ДТ ЕВРО класс 2 (ДТ-З-К5) минус 32, ст. Войновка (ст. отправления ОТП)",ст. Войновка,1040,72280000,-1534,-2.21,69500,69500,69500,69500,69500,69500,8,2025-12-10,ДТ ЕВРО класс 2 (ДТ-З-К5) минус 32
DW25ZHL005A,"ДТ ЕВРО класс 2 (ДТ-З-К5) минус 32, Жилкинский цех (самовывоз автотранспортом)",Жилкинский цех,,,,,,,,93800,93800,,,2025-12-10,ДТ ЕВРО класс 2 (ДТ-З-К5) минус 32
DW35KII065F,"ДТ (ДТ-З-К5) минус 35, ст. Кириши (ст. отправления)",ст. Кириши,260,19370520,,,74502,74502,74502,74502,74502,74577,4,2025-12-10,ДТ (ДТ-З-К5) минус 35
DW35KIT025A,"ДТ (ДТ-З-К5) минус 35, КИНЕФ (самовывоз автотранспортом)",КИНЕФ,900,71112000,3,,79002,79013,79018,79013,79002,79018,14,2025-12-10,ДТ (ДТ-З-К5) минус 35
DW51KII065F,"ДТ (ДТ-А-К5) минус 51, ст. Кириши (ст. отправления)",ст. Кириши,1235,92625000,-1002,-1.34,75000,75000,75000,75000,75000,75000,9,2025-12-10,ДТ (ДТ-А-К5) минус 51
DWK2ZAH060W,"ДТ класс 2 (ДТ-З-К5) минус 32, ст. Завережье-Экспорт (промежуточная станция)",ст. Завережье-Экспорт,,,,,,,,74500,74500,,,2025-12-10,ДТ класс 2 (ДТ-З-К5) минус 32
DWK2ZLY060W,"ДТ класс 2 (ДТ-З-К5) минус 32, ст. Злынка-Экспорт (промежуточная станция)",ст. Злынка-Экспорт,,,,,,,,,73500,,,2025-12-10,ДТ класс 2 (ДТ-З-К5) минус 32
GD80SAU065F,"Гудрон нефтяной марка 80/120, Самара-группа станций (ст.отправления)",Самара-группа станций,,,,,,,,,20000,14000,,2025-12-10,Гудрон нефтяной марка 80/120
GDN1UFM065F,"Гудрон нефтяной, Уфа-группа станций (ст.отправления)",Уфа-группа станций,,,,,,,,,18000,,,2025-12-10,Гудрон нефтяной
GDNASAU065F,"Гудрон нефтяной марка А, Самара-группа станций (ст.отправления)",Самара-группа станций,,,,,,,,,,15000,,2025-12-10,Гудрон нефтяной марка А
JET-ANK065F,"Топливо для реактивных двигателей ТС-1 высший сорт, Ангарск-группа станций (ст. отправления)",Ангарск-группа станций,,,,,,,,92569,87000,,,2025-12-10,Топливо для реактивных двигателей ТС-1 высший сорт
JET-KII065F,"Топливо для реактивных двигателей ТС-1 высший сорт, ст. Кириши (ст. отправления)",ст. Кириши,,,,,,,,80304,80304,,,2025-12-10,Топливо для реактивных двигателей ТС-1 высший сорт
JET-KII065S,"Топливо для реактивных двигателей ТС-1 высший сорт, ст. Кириши (самовывоз ж/д)",ст. Кириши,,,,,,,,80304,80304,,,2025-12-10,Топливо для реактивных двигателей ТС-1 высший сорт
JET-KOB065F,"Топливо для реактивных двигателей ТС-1 высший сорт, ст. Комбинатская (ст. отправления)",ст. Комбинатская,520,40300000,-594,-0.77,77500,77500,77500,77500,77500,77500,3,2025-12-10,Топливо для реактивных двигателей ТС-1 высший сорт
JET-NIH065F,"Топливо для реактивных двигателей ТС-1 высший сорт, cт. Нижневартовск II (ст. отправления)",ст. Нижневартовск II,260,20970820,168,0.21,80569,80657,80718,80657,80569,80718,4,2025-12-10,Топливо для реактивных двигателей ТС-1 высший сорт
JET-NVY065F,"Топливо для реактивных двигателей ТС-1 высший сорт, ст. Новоярославская (ст. отправления)",ст. Новоярославская,1300,102376300,-3,,78700,78751,78770,78751,78700,78770,5,2025-12-10,Топливо для реактивных двигателей ТС-1 высший сорт
JET-PDK065F,"Топливо для реактивных двигателей ТС-1 высший сорт, Предкомбинатская-группа станций (ст. отправления)",Предкомбинатская-группа станций,,,,,,,,86344,86430,,,2025-12-10,Топливо для реактивных двигателей ТС-1 высший сорт
JET-SUR060F,"Топливо для реактивных двигателей ТС-1 высший сорт, ст. Сургут (ст. отправления)",ст. Сургут,,,,,,,,82650,82510,,,2025-12-10,Топливо для реактивных двигателей ТС-1 высший сорт
M10ADZM065F,"Мазут топочный М100, не облагаемый акцизом, ст. Дземги (ст. отправления)",ст. Дземги,,,,,,,,31500,30000,27500,,2025-12-10,Мазут топочный М100
M10ARFF060C,"Мазут топочный М100, не облагаемый акцизом, РФ БП (ст. назначения)",РФ БП,,,,,,,,,25900,,,2025-12-10,Мазут топочный М100
M16ANVY065F,"Мазут топочный М100 3,0 малозольный, не облагаемый акцизом, ст. Новоярославская (ст. отправления)",ст. Новоярославская,1365,26529230,-896,-4.61,19300,19435,19600,19435,19300,19600,20,2025-12-10,Мазут топочный М100 3
M16ANVY065J,"Мазут топочный М100 3,0 малозольный, не облагаемый акцизом, ст. Новоярославская (ст. отправления ОТП)",ст. Новоярославская,260,5044000,-600,-3.09,19300,19400,19500,19400,19000,19600,2,2025-12-10,Мазут топочный М100 3
M16ASTI065F,"Мазут топочный М100 3,0 малозольный, не облагаемый акцизом, ст. Стенькино II (ст. отправления)",ст. Стенькино II,,,,,,,,17500,,14000,,2025-12-10,Мазут топочный М100 3
M30AANK065F,"Мазут топочный М100 1,5 малозольный, не облагаемый акцизом, Ангарск-группа станций (ст. отправления)",Ангарск-группа станций,325,6435000,-1100,-5.56,19800,19800,19800,19800,19800,19800,3,2025-12-10,Мазут топочный М100 1
M30AANK065J,"Мазут топочный М100 1,5 малозольный, не облагаемый акцизом, Ангарск-группа станций (ст. отправления ОТП)",Ангарск-группа станций,,,,,,,,22305,,,,2025-12-10,Мазут топочный М100 1
M30ANOV065F,"Мазут топочный М100 1,5 малозольный, не облагаемый акцизом, ст. Новая Еловка (ст. отправления)",ст. Новая Еловка,390,6480500,-558,-3.36,16300,16617,17000,16617,16100,17000,6,2025-12-10,Мазут топочный М100 1
